City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,lon,lat,QV2M,T2M,U10M,V10M,PS (Pa),PBLTOP (Pa),PBLH (m),WindSpeed,Temp_Diff,DayOfWeek,Month,IsWeekend,Month_sin,Month_cos,Day_sin,Day_cos,RelativeHumidity,IsHoliday,Wind_Direction,Season,Festival,LST_Day_1km,Optical_Depth_047,dewpoint_temperature_2m,temperature_2m,Month_cat,DayOfWeek_cat
Delhi,11-01-2020,364,200.2,393.12,302.12,414.96,3.82,345.8,76.875,28.5,0.005724751,277.75284,0.33622068,-2.3425899,98082.34,87384.49,985.65,2.366594977,13.81716,5,1,1,0.5,0.866025404,0.790775737,-0.612105983,57.247514,0,278.1676101,Winter,0,28.39887447,1326.475808,276.251189,288.2399351,Jan,Sat
Delhi,12-01-2020,367,201.85,396.36,304.61,418.38,3.85,348.65,76.875,28.5,0.005724751,277.75284,0.33622068,-2.3425899,101879.64,88785.16,1211.65,2.366594977,23.13716,6,1,1,0.5,0.866025404,0.651372483,-0.758758123,57.247514,0,278.1676101,Winter,0,25.40260877,929.2791358,281.6488353,282.977615,Jan,Sun
Delhi,13-01-2020,366,201.3,395.28,303.78,417.24,3.84,347.7,76.875,28.5,0.005724751,277.75284,0.33622068,-2.3425899,101329.77,84041.4,1665.64,2.366594977,26.43716,0,1,0,0.5,0.866025404,0.485301963,-0.874346616,57.247514,0,278.1676101,Winter,0,12.55266667,2170.010847,279.4969259,280.4458298,Jan,Mon
Delhi,14-01-2020,283,155.65,305.64,234.89,322.62,2.97,268.85,76.875,28.5,0.005724751,277.75284,0.33622068,-2.3425899,98849.36,83270.33,1472.63,2.366594977,15.59716,1,1,0,0.5,0.866025404,0.299363123,-0.954139256,57.247514,0,278.1676101,Winter,0,15.02751433,3999.822879,283.6363467,284.3460616,Jan,Tue
Delhi,15-01-2020,218,119.9,235.44,180.94,248.52,2.29,207.1,76.875,28.5,0.005805644,285.6713517,0.205766494,-1.793494813,98727.3,86675.93,1164.58,1.805259952,19.93864833,2,1,0,0.5,0.866025404,0.101168322,-0.994869323,58.05644396,0,276.5448912,Winter,0,17.50236198,1052.864038,280.7458609,280.988915,Jan,Wed
Delhi,16-01-2020,281,154.55,303.48,233.23,320.34,2.95,266.95,76.875,28.5,0.007457026,285.0434642,-0.519584394,-1.08795176,98733.62,88078.46,1008.4,1.205656242,16.63653583,3,1,0,0.5,0.866025404,-0.101168322,-0.994869323,74.57025775,0,244.4717753,Winter,0,17.31041077,1022.949232,281.9982657,283.656255,Jan,Thu
Delhi,17-01-2020,265,145.75,286.2,219.95,302.1,2.78,251.75,76.875,28.5,0.006409349,285.7769217,0.19825322,-1.615664527,99216.97,87622.85,1124.12,1.627782603,23.26307833,4,1,0,0.5,0.866025404,-0.299363123,-0.954139256,64.09348629,0,276.9956176,Winter,0,17.11845956,993.0344259,283.0018192,283.8347043,Jan,Fri
Delhi,18-01-2020,243,133.65,262.44,201.69,277.02,2.55,230.85,76.875,28.5,0.005738827,285.3923579,0.147906677,-1.347307461,100099.03,87978.14,1098.84,1.355401704,5.457642083,5,1,1,0.5,0.866025404,-0.485301963,-0.874346616,57.38827275,0,276.2648129,Winter,0,16.3831128,963.1196199,281.8450537,281.956365,Jan,Sat
Delhi,19-01-2020,277,152.35,299.16,229.91,315.78,2.91,263.15,76.875,28.5,0.005020137,283.4661021,1.844533688,-2.189453033,99727.78,84355.83,1446.99,2.862867288,11.84389792,6,1,1,0.5,0.866025404,-0.651372483,-0.758758123,50.20136633,0,310.1129058,Winter,0,15.64776604,933.2048138,279.5501348,279.6419495,Jan,Sun
Delhi,20-01-2020,269,147.95,290.52,223.27,306.66,2.82,255.55,76.875,28.5,0.005146916,284.4790792,0.180319648,-1.563835063,99164.92,88178.34,1038.11,1.574196709,17.55092083,0,1,0,0.5,0.866025404,-0.790775737,-0.612105983,51.46916254,0,276.5775024,Winter,0,14.59888302,935.5202918,279.9149987,280.4884265,Jan,Mon
Delhi,21-01-2020,364,200.2,393.12,302.12,414.96,3.82,345.8,76.875,28.5,0.004570327,285.3709029,-1.985481442,-0.305817582,100447.41,81202.09,1842.39,2.008895455,10.55909708,1,1,0,0.5,0.866025404,-0.89780454,-0.440394152,45.70326971,0,188.7562794,Winter,0,13.55,937.8357698,282.0575527,282.7146396,Jan,Tue
Delhi,22-01-2020,370,203.5,399.6,307.1,421.8,3.89,351.5,76.875,28.5,0.004811659,285.0447496,2.192917734,-2.645344433,98557.98,85444.89,1271.66,3.436093037,19.24525042,2,1,0,0.5,0.866025404,-0.968077119,-0.250652532,48.11659046,0,309.657797,Winter,0,17.35015792,940.1512479,280.1910886,280.4143445,Jan,Wed
Delhi,23-01-2020,211,116.05,227.88,175.13,240.54,2.22,200.45,76.875,28.5,0.00426105,283.9045192,3.857937358,-3.024597517,99168.58,80057.59,1912.31,4.902231206,21.27548083,3,1,0,0.5,0.866025404,-0.998716507,-0.050649169,42.61049671,0,321.9037873,Winter,0,16.80654474,159.4995904,279.2095207,281.4598038,Jan,Thu
Delhi,24-01-2020,151,83.05,163.08,125.33,172.14,1.59,143.45,76.875,28.5,0.003616021,284.4806996,3.365530842,-2.383873521,99465.45,83245.86,1521.75,4.124275792,7.569300417,4,1,0,0.5,0.866025404,-0.988468324,0.151427778,36.16020521,0,324.6892872,Winter,0,16.82632022,181.9183218,276.7575762,281.4932107,Jan,Fri
Delhi,25-01-2020,250,137.5,270,207.5,285,2.63,237.5,76.875,28.5,0.004028087,286.18229,0.340779707,-1.900678025,99824.28,83664.62,1552.17,1.930986215,14.09771,5,1,1,0.5,0.866025404,-0.937752132,0.347305253,40.28086788,0,280.1647742,Winter,0,18.62720379,450.3309791,277.3236486,279.0510146,Jan,Sat
Delhi,26-01-2020,325,178.75,351,269.75,370.5,3.41,308.75,76.875,28.5,0.005935665,287.9435221,0.03195114,-0.952035758,101140.7,83961.73,1635.62,0.952571761,12.23647792,6,1,1,0.5,0.866025404,-0.848644257,0.52896401,59.35664571,1,271.9221742,Winter,1,19.43724781,718.7436364,280.4774888,281.5058007,Jan,Sun
Delhi,27-01-2020,345,189.75,372.6,286.35,393.3,3.62,327.75,76.875,28.5,0.006802472,288.6618033,-3.111894071,0.914709868,98798.7,86954.67,1111.58,3.24354418,8.728196667,0,1,0,0.5,0.866025404,-0.724792787,0.688966919,68.02471621,0,163.6198328,Winter,0,16.21929115,668.4927185,282.1716923,283.1599482,Jan,Mon
Delhi,28-01-2020,243,133.65,262.44,201.69,277.02,2.55,230.85,76.875,28.5,0.007721714,287.3894829,-1.586254682,0.815842932,100056.94,83885.58,1592.69,1.783761084,21.27051708,1,1,0,0.5,0.866025404,-0.571268215,0.820763441,77.21714183,0,152.7823228,Winter,0,13.00133448,618.2418006,281.6663393,284.7997788,Jan,Tue
Delhi,29-01-2020,194,106.7,209.52,161.02,221.16,2.04,184.3,76.875,28.5,0.005677434,285.6522667,0.348875731,-2.386126963,100369.66,84486.94,1545.72,2.411496663,20.89773333,2,1,0,0.5,0.866025404,-0.394355855,0.918957812,56.77433746,0,278.3182784,Winter,0,19.19902816,567.9908827,282.9173326,283.1070053,Jan,Wed
Delhi,30-01-2020,202,111.1,218.16,167.66,230.28,2.12,191.9,76.875,28.5,0.004813344,284.6656792,1.876389746,-2.634728596,98185.8,82375.44,1562.04,3.234599396,19.27432083,3,1,0,0.5,0.866025404,-0.20129852,0.979529941,48.13344171,0,305.4575468,Winter,0,18.3576068,634.4671425,280.5420955,281.6068477,Jan,Thu
Delhi,31-01-2020,190,104.5,205.2,157.7,216.6,2,180.5,76.875,28.5,0.004411707,285.8178358,1.304406873,-1.013600303,100430.18,83732.52,1619.56,1.651927015,18.47216417,4,1,0,0.5,0.866025404,-2.45E-16,1,44.11707121,0,322.1507072,Winter,0,18.42395491,456.7851346,280.1141329,280.8892033,Jan,Fri
Delhi,01-02-2020,417,229.35,450.36,346.11,475.38,4.38,396.15,76.875,28.5,0.004536368,285.1477604,0.556054574,-1.708592696,98682.1,82272.7,1592.93,1.796798734,14.08223958,5,2,1,0.866025404,0.5,0.20129852,0.979529941,45.36367813,0,288.0272687,Winter,0,,,,,Feb,Sat
Delhi,02-02-2020,244,134.2,263.52,202.52,278.16,2.56,231.8,76.875,28.5,0.004590318,284.6287908,1.537795343,-2.379730475,98260.21,80731.96,1773.81,2.833360487,23.79120917,6,2,1,0.866025404,0.5,0.394355855,0.918957812,45.90318192,0,302.8707739,Winter,0,18.19819018,634.7719487,278.7435194,279.6652625,Feb,Sun
Delhi,03-02-2020,205,112.75,221.4,170.15,233.7,2.15,194.75,76.875,28.5,0.004119732,285.0519829,-0.20810685,-1.04201805,101795.54,86034.49,1496.33,1.062595915,18.83801708,0,2,0,0.866025404,0.5,0.571268215,0.820763441,41.19731675,0,258.7057583,Winter,0,24.24079723,1217.602951,286.4435929,286.9083723,Feb,Mon
Delhi,04-02-2020,69,37.95,74.52,57.27,78.66,0.72,65.55,76.875,28.5,0.004491494,285.5185121,-1.615500763,-0.356652431,101862.53,86682.13,1438.72,1.654401304,19.06148792,1,2,0,0.866025404,0.5,0.724792787,0.688966919,44.91493979,0,192.4494362,Winter,0,33.39765866,168.2508942,285.5159516,290.1889895,Feb,Tue
Delhi,05-02-2020,112,61.6,120.96,92.96,127.68,1.18,106.4,76.875,28.5,0.004521549,285.0117304,1.744854298,-2.319870688,101233.59,86194.9,1446.25,2.902811832,22.21826958,2,2,0,0.866025404,0.5,0.848644257,0.52896401,45.21548863,0,306.9480805,Winter,0,34.54571844,545.8321183,293.2004417,296.4299056,Feb,Wed
Delhi,06-02-2020,124,68.2,133.92,102.92,141.36,1.3,117.8,76.875,28.5,0.004545545,285.1278267,-0.383864306,-1.431646247,99218.46,84634.94,1374.99,1.482215498,10.35217333,3,2,0,0.866025404,0.5,0.937752132,0.347305253,45.45545129,0,254.990447,Winter,0,37.66538782,683.4417378,293.8936581,296.5382385,Feb,Thu
Delhi,07-02-2020,127,69.85,137.16,105.41,144.78,1.33,120.65,76.875,28.5,0.004331253,285.0818813,0.383944793,-2.268540615,98390.69,83797.86,1438.6,2.300802061,21.05811875,4,2,0,0.866025404,0.5,0.988468324,0.151427778,43.31253321,0,279.6061352,Winter,0,38.29725352,1931.403224,296.9852256,303.096854,Feb,Fri
Delhi,08-02-2020,61,33.55,65.88,50.63,69.54,0.64,57.95,76.875,28.5,0.004397471,285.2482621,1.191791806,-2.492599088,100736.93,88633.34,1101.21,2.762864079,8.651737917,5,2,1,0.866025404,0.5,0.998716507,-0.050649169,43.97471367,0,295.5539635,Winter,0,30.87188217,1003.946237,298.2787782,300.404362,Feb,Sat
Delhi,09-02-2020,69,37.95,74.52,57.27,78.66,0.72,65.55,76.875,28.5,0.004184125,286.6280979,0.752394906,-1.786327008,99760.61,85190.82,1372.09,1.938314286,10.28190208,6,2,1,0.866025404,0.5,0.968077119,-0.250652532,41.84125079,0,292.8406616,Winter,0,30.734135,632.2155142,295.7172017,298.8689631,Feb,Sun
Delhi,10-02-2020,180,99,194.4,149.4,205.2,1.89,171,76.875,28.5,0.004297721,287.4240504,0.439256748,-1.263382225,98488.15,84791.82,1300.48,1.337565377,9.285949583,0,2,0,0.866025404,0.5,0.89780454,-0.440394152,42.97720904,0,289.1717034,Winter,0,37.03489162,370.2876127,288.9676978,293.6087649,Feb,Mon
Delhi,11-02-2020,293,161.15,316.44,243.19,334.02,3.08,278.35,76.875,28.5,0.004645071,287.6322383,0.686870904,-1.541617391,99980.71,80256.42,1991.25,1.687713192,21.93776167,1,2,0,0.866025404,0.5,0.790775737,-0.612105983,46.45070688,0,294.0154641,Winter,0,27.7857541,1780.079143,277.0064163,287.3161377,Feb,Tue
Delhi,12-02-2020,373,205.15,402.84,309.59,425.22,3.92,354.35,76.875,28.5,0.005163675,289.6304504,3.188212638,-2.074861981,98137.55,83412.48,1461.53,3.80391273,17.49954958,2,2,0,0.866025404,0.5,0.651372483,-0.758758123,51.63674612,0,326.94426,Winter,0,25.25631558,788.8288073,282.1872836,283.6860787,Feb,Wed
Delhi,13-02-2020,241,132.55,260.28,200.03,274.74,2.53,228.95,76.875,28.5,0.006203302,291.6099017,4.137583196,-2.600796829,101637.28,83801.96,1717.11,4.887099226,12.41009833,3,2,0,0.866025404,0.5,0.485301963,-0.874346616,62.03301829,0,327.8474046,Winter,0,22.36724569,185.9515449,281.9466268,286.5138547,Feb,Thu
Delhi,14-02-2020,173,95.15,186.84,143.59,197.22,1.82,164.35,76.875,28.5,0.004727111,289.6528188,4.530080188,-2.877950238,99035.12,83988.23,1469.04,5.366956686,14.88718125,4,2,0,0.866025404,0.5,0.299363123,-0.954139256,47.27111196,0,327.5722923,Winter,0,23.64905448,324.3606272,283.5395283,287.528703,Feb,Fri
Delhi,15-02-2020,167,91.85,180.36,138.61,190.38,1.75,158.65,76.875,28.5,0.003459039,288.8793175,3.621627838,-2.550138579,100650.09,85801.72,1407.39,4.429378621,12.3606825,5,2,1,0.866025404,0.5,0.101168322,-0.994869323,34.59039462,0,324.8490328,Winter,0,21.52293753,258.5590409,277.1008828,285.0917524,Feb,Sat
Delhi,16-02-2020,247,135.85,266.76,205.01,281.58,2.59,234.65,76.875,28.5,0.00355059,290.7688304,1.536134108,-2.234645248,99246.84,85336.03,1365.62,2.711705623,18.17116958,6,2,1,0.866025404,0.5,-0.101168322,-0.994869323,35.50589967,0,304.5053106,Winter,0,24.58952438,449.2248669,278.279331,283.871218,Feb,Sun
Delhi,17-02-2020,293,161.15,316.44,243.19,334.02,3.08,278.35,76.875,28.5,0.003444048,289.6937388,2.321164071,-2.514373538,100080.27,86079.05,1323.07,3.421969744,10.23626125,0,2,0,0.866025404,0.5,-0.299363123,-0.954139256,34.44048488,0,312.7118984,Winter,0,22.81712472,505.2631139,280.5461002,282.19176,Feb,Mon
Delhi,18-02-2020,252,138.6,272.16,209.16,287.28,2.65,239.4,76.875,28.5,0.003278464,291.0939271,2.193325487,-1.235686308,100186.84,87648.83,1164.69,2.517458509,6.516072917,1,2,0,0.866025404,0.5,-0.485301963,-0.874346616,32.78463504,0,330.6037493,Winter,0,24.87862618,503.8806356,276.5947761,284.0502972,Feb,Tue
Delhi,19-02-2020,272,149.6,293.76,225.76,310.08,2.86,258.4,76.875,28.5,0.003996565,292.0590933,-3.422814042,3.170788438,98739.42,88129.86,975.77,4.665785602,1.200906667,2,2,0,0.866025404,0.5,-0.651372483,-0.758758123,39.96565092,0,137.1889365,Winter,0,23.49618087,668.2537923,278.8755969,281.9078642,Feb,Wed
Delhi,20-02-2020,230,126.5,248.4,190.9,262.2,2.42,218.5,76.875,28.5,0.005890406,292.4365533,-4.688468367,3.083907112,101878.34,87181.23,1394.14,5.611792824,13.28344667,3,2,0,0.866025404,0.5,-0.790775737,-0.612105983,58.90405771,0,146.6645089,Winter,0,22.11373556,832.6269491,282.7721402,288.8289167,Feb,Thu
Delhi,21-02-2020,144,79.2,155.52,119.52,164.16,1.51,136.8,76.875,28.5,0.008010014,289.2559533,-2.889780175,-2.966437346,101100.53,89555.24,1081.46,4.141325873,15.43404667,4,2,0,0.866025404,0.5,-0.89780454,-0.440394152,80.10014479,1,225.7499519,Winter,0,21.54440828,1723.106223,287.3964461,288.5120931,Feb,Fri
Delhi,22-02-2020,100,55,108,83,114,1.05,95,76.875,28.5,0.007815938,290.4051792,-2.005182182,-1.194857759,101758,80182.33,2076.4,2.334189505,7.284820833,5,2,1,0.866025404,0.5,-0.968077119,-0.250652532,78.15938342,0,210.7900751,Winter,0,20.975081,2613.585496,285.7729788,287.945022,Feb,Sat
Delhi,23-02-2020,225,123.75,243,186.75,256.5,2.36,213.75,76.875,28.5,0.007755813,291.8078079,-1.034872385,-1.55828284,101579.31,81957.78,1825.12,1.870616546,-1.307807917,6,2,1,0.866025404,0.5,-0.998716507,-0.050649169,77.55813429,0,236.4114359,Winter,0,24.57207172,1603.597336,285.7552347,286.7627322,Feb,Sun
Delhi,24-02-2020,142,78.1,153.36,117.86,161.88,1.49,134.9,76.875,28.5,0.006856907,291.5530442,1.383019331,-2.664999983,100391.6,80075.63,2030.38,3.002493527,15.22695583,0,2,0,0.866025404,0.5,-0.988468324,0.151427778,68.56907283,0,297.4273536,Winter,0,25.18347728,914.1914872,284.2963487,284.9538576,Feb,Mon
Delhi,25-02-2020,249,136.95,268.92,206.67,283.86,2.61,236.55,76.875,28.5,0.006405285,291.8899442,0.520609738,-2.216409578,101687.5,86474.75,1376.67,2.27673141,-1.659944167,1,2,0,0.866025404,0.5,-0.937752132,0.347305253,64.05285492,0,283.218512,Winter,0,24.56567936,1404.798757,284.6290095,285.8002596,Feb,Tue
Delhi,26-02-2020,274,150.7,295.92,227.42,312.36,2.88,260.3,76.875,28.5,0.006777972,292.4340404,-0.864584675,-0.340218563,98353.97,88980.31,891.46,0.929115349,11.63595958,2,2,0,0.866025404,0.5,-0.848644257,0.52896401,67.77971667,0,201.4798955,Winter,0,21.84678651,1259.061312,284.434486,285.9210609,Feb,Wed
Delhi,27-02-2020,233,128.15,251.64,193.39,265.62,2.45,221.35,76.875,28.5,0.007308249,292.4861471,-2.549968646,0.698417161,98783.93,82434.82,1638.58,2.64388476,16.92385292,3,2,0,0.866025404,0.5,-0.724792787,0.688966919,73.08248621,0,164.6827618,Winter,0,17.87164545,1113.323868,284.7943191,285.7997107,Feb,Thu
Delhi,28-02-2020,198,108.9,213.84,164.34,225.72,2.08,188.1,76.875,28.5,0.007846325,293.7172283,-3.879182538,2.691732242,98180.91,89270.35,832,4.721597147,5.032771667,4,2,0,0.866025404,0.5,-0.571268215,0.820763441,78.46325462,0,145.2435435,Winter,0,20.81794726,967.5864239,287.169866,289.4558095,Feb,Fri
Delhi,01-03-2020,352,193.6,380.16,292.16,401.28,3.7,334.4,76.875,28.5,0.00873213,293.5234125,-1.274312878,-0.740777365,99554.71,89344.36,963.19,1.473982501,10.5765875,6,3,1,1,6.12E-17,0.20129852,0.979529941,87.32130354,0,210.1700851,Summer,0,,,,,Mar,Sun
Delhi,02-03-2020,270,148.5,291.6,224.1,307.8,2.84,256.5,76.875,28.5,0.007809511,294.0434458,-0.475898365,-1.171516379,99085.4,83516.23,1532.82,1.264487991,12.29655417,0,3,0,1,6.12E-17,0.394355855,0.918957812,78.09510583,0,247.8918179,Summer,0,19.51496583,813.7921764,278.7880066,279.7347342,Mar,Mon
Delhi,03-03-2020,205,112.75,221.4,170.15,233.7,2.15,194.75,76.875,28.5,0.006841776,293.8179367,-0.1019973,-1.71892269,101314.95,81014.21,1969.66,1.721946184,7.112063333,1,3,0,1,6.12E-17,0.571268215,0.820763441,68.41776242,0,266.6041693,Summer,0,27.51527174,753.706249,285.6973769,287.1013793,Mar,Tue
Delhi,04-03-2020,79,43.45,85.32,65.57,90.06,0.83,75.05,76.875,28.5,0.00906624,294.2340775,-1.407653679,1.603427093,99427.01,84858.72,1434.59,2.133651172,15.1059225,2,3,0,1,6.12E-17,0.724792787,0.688966919,90.66240275,0,131.2799987,Summer,0,29.81967404,202.5302906,281.0281742,288.4766172,Mar,Wed
Delhi,05-03-2020,93,51.15,100.44,77.19,106.02,0.98,88.35,76.875,28.5,0.010466764,292.4315388,-3.433597888,2.053968643,99123.74,82567.77,1556.81,4.001047568,-1.40153875,3,3,0,1,6.12E-17,0.848644257,0.52896401,100,0,149.1122545,Summer,0,31.04561309,512.6035448,292.7591825,298.4411107,Mar,Thu
Delhi,06-03-2020,122,67.1,131.76,101.26,139.08,1.28,115.9,76.875,28.5,0.009950506,289.7784125,-1.860507737,2.351442789,100170.78,82848.73,1667.75,2.998461644,10.3215875,4,3,0,1,6.12E-17,0.937752132,0.347305253,99.50506125,0,128.3517374,Summer,0,33.11654267,713.6693414,294.5270433,296.2084019,Mar,Fri
Delhi,07-03-2020,156,85.8,168.48,129.48,177.84,1.64,148.2,76.875,28.5,0.00758536,289.9558113,0.423798723,0.55467909,98563.7,83072.9,1523.33,0.698050321,14.41418875,5,3,1,1,6.12E-17,0.988468324,0.151427778,75.8535995,0,52.6186137,Summer,0,26.94449959,1425.196954,297.7811953,303.9483645,Mar,Sat
Delhi,08-03-2020,67,36.85,72.36,55.61,76.38,0.7,63.65,76.875,28.5,0.006794972,290.4846892,1.853719669,-2.463505908,101208.79,88030.26,1254.65,3.083040378,16.76531083,6,3,1,1,6.12E-17,0.998716507,-0.050649169,67.94972208,0,306.9604433,Summer,1,31.12307692,580,298.7244843,301.0202898,Mar,Sun
Delhi,09-03-2020,84,46.2,90.72,69.72,95.76,0.88,79.8,76.875,28.5,0.006111972,290.3925217,2.687759408,-3.166508321,98298.2,85391.61,1209.6,4.153411319,3.197478333,0,3,0,1,6.12E-17,0.968077119,-0.250652532,61.11972196,0,310.3248826,Summer,0,31.78514827,709.9488697,298.1765684,299.4589374,Mar,Mon
Delhi,10-03-2020,189,103.95,204.12,156.87,215.46,1.98,179.55,76.875,28.5,0.00656299,291.8972596,-0.107958675,0.127680226,101947.55,83113.08,1829.51,0.167204413,14.10274042,1,3,0,1,6.12E-17,0.89780454,-0.440394152,65.62990404,0,130.2158394,Summer,0,36.64175302,507.3416397,288.5387608,293.7956907,Mar,Tue
Delhi,11-03-2020,302,166.1,326.16,250.66,344.28,3.17,286.9,76.875,28.5,0.009644657,293.2398163,-1.733778972,2.045876083,101088.98,86103.34,1413.93,2.681715584,7.81018375,2,3,0,1,6.12E-17,0.790775737,-0.612105983,96.44656833,0,130.2796297,Summer,0,29.67420424,633.6547456,278.2996403,286.1688882,Mar,Wed
Delhi,12-03-2020,341,187.55,368.28,283.03,388.74,3.58,323.95,76.875,28.5,0.007119347,293.1610738,0.078884904,1.868430472,98794.86,87161.51,1092.56,1.870094986,4.76892625,3,3,0,1,6.12E-17,0.651372483,-0.758758123,71.19347438,0,87.58241505,Summer,0,26.73745435,844.5848971,283.3136293,284.9986952,Mar,Thu
Delhi,13-03-2020,173,95.15,186.84,143.59,197.22,1.82,164.35,76.875,28.5,0.004666795,291.4280363,1.844639635,-0.55108659,98022.09,82726.24,1453.22,1.925199162,1.20196375,4,3,0,1,6.12E-17,0.485301963,-0.874346616,46.66794742,0,343.3664703,Summer,0,23.23333946,1074.321655,283.5923834,287.052019,Mar,Fri
Delhi,14-03-2020,108,59.4,116.64,89.64,123.12,1.13,102.6,76.875,28.5,0.006232726,289.7377883,1.162686046,-0.891845174,101261.85,84135.49,1666.63,1.465341822,17.57221167,5,3,1,1,6.12E-17,0.299363123,-0.954139256,62.3272645,0,322.5097779,Summer,0,20.70904748,1355.158082,285.4680194,286.3445719,Mar,Sat
Delhi,15-03-2020,131,72.05,141.48,108.73,149.34,1.38,124.45,76.875,28.5,0.006721969,290.6076646,0.215506669,-1.587152765,100827.43,81218.86,1855.68,1.601716899,2.542335417,6,3,1,1,6.12E-17,0.101168322,-0.994869323,67.21969429,0,277.7324427,Summer,0,22.21277991,759.8516412,283.8339226,283.9805846,Mar,Sun
Delhi,16-03-2020,139,76.45,150.12,115.37,158.46,1.46,132.05,76.875,28.5,0.007351855,292.73118,0.756536268,-2.040949738,100916.03,81811.49,1819.57,2.176654073,3.46882,0,3,0,1,6.12E-17,-0.101168322,-0.994869323,73.51855146,0,290.3386622,Summer,0,25.33295019,512.9091893,284.0700123,285.5407068,Mar,Mon
Delhi,17-03-2020,157,86.35,169.56,130.31,178.98,1.65,149.15,76.875,28.5,0.006690314,294.2610888,1.472479228,-2.325985254,101085.08,86811.18,1318.04,2.752889842,1.53891125,1,3,0,1,6.12E-17,-0.299363123,-0.954139256,66.90314446,0,302.3361065,Summer,0,28.37333245,291.9398954,284.8369839,286.5951376,Mar,Tue
